accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,time_of_day,is_weekend_str
15400,Kolkata,West Bengal,22.589244188290905,88.26444966276364,2024-10-07,23:00,23,Saturday,1,urban,3,1,clear,high,23,high,weather,minor,4,4,1,,0.45,Night,Weekend
15401,Kolkata,West Bengal,22.661876497999486,88.29456435051702,2022-11-03,18:00,18,Thursday,0,highway,4,0,rain,medium,15,high,distraction,major,5,5,0,,0.71,Evening,Weekday
15402,Delhi,Delhi,28.628058397760405,77.1172810245864,2023-06-27,11:00,11,Sunday,1,urban,3,1,clear,high,26,medium,poor road,minor,5,2,1,,0.23,Morning,Weekend
15403,Delhi,Delhi,28.66202541549291,77.15039041363933,2025-04-14,16:00,16,Tuesday,0,urban,3,0,clear,high,22,high,poor road,minor,3,0,0,,0.28,Afternoon,Weekday
15404,Bangalore,Karnataka,12.905730641399511,77.67851575344179,2025-01-02,07:00,7,Wednesday,0,highway,3,0,fog,low,40,high,poor road,minor,1,1,1,,0.54,Morning,Weekday
15405,Kolkata,West Bengal,22.672315743784345,88.41608774037903,2022-08-13,02:00,2,Saturday,1,urban,4,0,fog,low,21,high,poor road,major,5,1,1,,0.75,Night,Weekend
15406,Mumbai,Maharashtra,19.04567684191888,72.79414116749238,2023-01-31,07:00,7,Sunday,1,urban,2,0,clear,high,18,high,overspeeding,major,3,1,1,,0.57,Morning,Weekend
15407,Bangalore,Karnataka,12.935257834077298,77.59587970516756,2024-09-29,22:00,22,Saturday,1,urban,2,0,clear,high,23,medium,poor road,minor,1,1,0,,0.41,Night,Weekend
15408,Mumbai,Maharashtra,18.984645045488577,72.97517876468585,2022-03-03,23:00,23,Sunday,1,urban,3,0,fog,low,22,high,drunk driving,minor,2,1,0,,0.95,Night,Weekend
15409,Bangalore,Karnataka,12.892911796116769,77.5326374008349,2023-06-09,03:00,3,Tuesday,0,urban,2,0,rain,low,20,high,overspeeding,minor,4,3,0,,0.85,Night,Weekday
15410,Kolkata,West Bengal,22.65497161441911,88.33968388214832,2022-05-09,04:00,4,Friday,0,highway,3,0,rain,low,30,low,poor road,minor,2,2,0,,0.63,Night,Weekday
15411,Hyderabad,Telangana,17.458554414910726,78.43418778276832,2022-06-12,19:00,19,Sunday,1,urban,3,0,clear,high,29,high,overspeeding,fatal,2,2,1,,0.72,Evening,Weekend
15412,Bangalore,Karnataka,13.038425002254138,77.64482392865685,2023-09-06,02:00,2,Thursday,0,highway,3,0,clear,high,18,medium,overspeeding,minor,2,2,0,,0.6,Night,Weekday
15413,Delhi,Delhi,28.69324235596338,77.2062168827748,2022-11-27,21:00,21,Sunday,1,urban,2,0,rain,medium,30,low,poor road,minor,5,5,0,,0.5,Night,Weekend
15414,Hyderabad,Telangana,17.376975294056674,78.42756989597403,2022-08-09,13:00,13,Saturday,1,urban,3,1,rain,medium,19,medium,distraction,minor,2,2,0,,0.41,Afternoon,Weekend
15415,Chennai,Tamil Nadu,13.16594636980904,80.26146004380006,2022-10-30,14:00,14,Saturday,1,rural,2,1,rain,medium,17,high,weather,minor,4,3,0,,0.53,Afternoon,Weekend
15416,Delhi,Delhi,28.62458311365797,77.18251365007916,2022-03-25,19:00,19,Tuesday,0,rural,1,1,clear,high,30,high,drunk driving,fatal,4,2,0,,0.8,Evening,Weekday
15417,Chennai,Tamil Nadu,13.123864977735025,80.1718274240335,2024-11-05,01:00,1,Saturday,1,highway,3,1,clear,high,28,low,drunk driving,minor,5,2,1,,0.67,Night,Weekend
15418,Delhi,Delhi,28.65032757173552,77.20510451497779,2022-01-20,05:00,5,Thursday,0,highway,4,1,clear,high,37,high,overspeeding,major,5,4,1,,0.58,Morning,Weekday
15419,Delhi,Delhi,28.68673597268858,77.15281187601961,2022-11-14,10:00,10,Sunday,1,rural,2,0,rain,medium,19,medium,overspeeding,fatal,2,2,0,,0.77,Morning,Weekend
15420,Delhi,Delhi,28.705532622311857,77.22873773283676,2023-03-25,10:00,10,Friday,0,urban,2,1,clear,high,37,high,distraction,minor,2,0,0,,0.39,Morning,Weekday
15421,Bangalore,Karnataka,13.043343704479753,77.60722046465546,2022-08-03,11:00,11,Saturday,1,urban,1,0,clear,medium,32,high,overspeeding,fatal,1,1,0,,0.78,Morning,Weekend
15422,Chennai,Tamil Nadu,13.008202567197197,80.31939806677717,2023-07-24,05:00,5,Monday,0,urban,4,1,rain,low,28,high,weather,major,5,4,1,,0.63,Morning,Weekday
15423,Chennai,Tamil Nadu,13.164028868374352,80.26831794894267,2024-10-27,12:00,12,Saturday,1,urban,3,0,fog,low,28,low,distraction,major,4,0,1,,0.56,Afternoon,Weekend
15424,Bangalore,Karnataka,12.945076314147322,77.50015172600237,2024-04-06,03:00,3,Saturday,1,highway,3,0,rain,low,31,medium,overspeeding,minor,5,4,0,,0.75,Night,Weekend
15425,Chennai,Tamil Nadu,13.071059484479171,80.28377401070449,2022-09-14,20:00,20,Friday,0,urban,4,0,rain,medium,30,high,overspeeding,major,2,0,0,,0.73,Evening,Weekday
15426,Kolkata,West Bengal,22.656768739041112,88.38364144786136,2022-05-23,09:00,9,Monday,0,urban,3,1,clear,medium,37,high,overspeeding,major,5,5,0,,0.59,Morning,Weekday
15427,Hyderabad,Telangana,17.32595341594567,78.45891349427889,2022-05-15,06:00,6,Saturday,1,rural,2,0,clear,high,39,high,poor road,minor,2,2,1,,0.47,Morning,Weekend
15428,Bangalore,Karnataka,13.049016782929211,77.51946672867251,2023-05-11,09:00,9,Tuesday,0,urban,2,0,rain,low,17,medium,weather,major,4,2,1,,0.45,Morning,Weekday
15429,Pune,Maharashtra,18.42135234915765,73.80696682861704,2024-11-30,16:00,16,Saturday,1,highway,3,1,fog,low,33,medium,drunk driving,fatal,2,1,0,,0.81,Afternoon,Weekend
15430,Delhi,Delhi,28.627168859626035,77.29751514227458,2024-06-11,20:00,20,Saturday,1,urban,1,1,clear,high,20,medium,overspeeding,minor,5,5,1,,0.46,Evening,Weekend
15431,Kolkata,West Bengal,22.558068623457547,88.37711021327584,2023-12-26,02:00,2,Sunday,1,highway,1,1,clear,high,37,high,distraction,minor,2,0,0,,0.56,Night,Weekend
15432,Chandigarh,Chandigarh,30.695891405202296,76.80379665896797,2022-08-23,22:00,22,Tuesday,0,urban,3,0,rain,low,24,high,overspeeding,minor,5,4,0,,0.79,Night,Weekday
15433,Delhi,Delhi,28.5367534433785,77.17856814475428,2023-12-21,06:00,6,Sunday,1,highway,2,1,clear,high,31,high,distraction,minor,1,0,0,,0.41,Morning,Weekend
15434,Delhi,Delhi,28.53906874758937,77.30112975604733,2022-10-05,05:00,5,Friday,0,urban,1,0,clear,high,31,medium,weather,minor,3,2,1,,0.2,Morning,Weekday
15435,Delhi,Delhi,28.676130497530924,77.28808549613704,2024-07-23,04:00,4,Saturday,1,highway,2,1,clear,high,15,high,overspeeding,fatal,3,3,0,,0.88,Night,Weekend
15436,Delhi,Delhi,28.568333112885146,77.21478965317752,2024-04-03,06:00,6,Sunday,1,rural,3,1,fog,low,29,high,distraction,minor,5,2,0,,0.67,Morning,Weekend
15437,Chennai,Tamil Nadu,13.035695829370402,80.29459123364832,2022-11-08,18:00,18,Saturday,1,highway,3,1,clear,high,22,high,weather,minor,3,1,0,,0.46,Evening,Weekend
15438,Delhi,Delhi,28.67071759017098,77.29159496824991,2023-10-22,17:00,17,Wednesday,0,highway,2,0,clear,high,38,high,weather,minor,1,0,0,,0.43,Evening,Weekday
15439,Bangalore,Karnataka,13.032630066650018,77.68274976165699,2024-10-25,12:00,12,Friday,0,urban,3,1,clear,high,34,high,drunk driving,minor,3,0,1,,0.47,Afternoon,Weekday
15440,Chennai,Tamil Nadu,13.172783205880362,80.18038372518276,2022-03-31,20:00,20,Tuesday,0,highway,4,1,clear,high,30,high,drunk driving,minor,1,1,0,,0.69,Evening,Weekday
15441,Chennai,Tamil Nadu,13.127885915417176,80.30926576170958,2022-05-12,17:00,17,Saturday,1,highway,4,1,rain,medium,30,high,distraction,fatal,3,2,0,,0.82,Evening,Weekend
15442,Mumbai,Maharashtra,19.142524287805344,72.85275985456965,2024-09-23,07:00,7,Saturday,1,urban,2,0,clear,high,20,high,poor road,minor,2,2,1,,0.39,Morning,Weekend
15443,Hyderabad,Telangana,17.36972981841139,78.56430262212335,2022-06-23,15:00,15,Wednesday,0,urban,3,0,clear,high,31,medium,distraction,major,5,3,0,,0.37,Afternoon,Weekday
15444,Bangalore,Karnataka,12.880946980792174,77.65394696125874,2022-05-15,21:00,21,Friday,0,urban,3,1,clear,high,32,medium,distraction,minor,2,2,0,,0.38,Night,Weekday
15445,Hyderabad,Telangana,17.31995778393479,78.4268476884987,2023-01-31,04:00,4,Sunday,1,urban,1,0,clear,medium,24,medium,distraction,minor,1,1,0,,0.58,Night,Weekend
15446,Bangalore,Karnataka,13.041342540724738,77.57848898665654,2022-04-19,21:00,21,Saturday,1,highway,2,1,rain,medium,34,medium,drunk driving,minor,5,1,0,,0.73,Night,Weekend
15447,Delhi,Delhi,28.624904341179302,77.245078534484,2022-03-02,21:00,21,Wednesday,0,highway,4,1,clear,high,19,high,drunk driving,major,5,5,0,,0.74,Night,Weekday
15448,Pune,Maharashtra,18.59476012855447,73.82971390824837,2023-04-05,13:00,13,Saturday,1,urban,1,1,clear,high,20,high,drunk driving,fatal,3,2,0,,0.72,Afternoon,Weekend
15449,Bangalore,Karnataka,12.92413860261979,77.53153934812194,2024-02-06,11:00,11,Saturday,1,urban,2,0,clear,high,23,high,overspeeding,major,4,3,0,,0.57,Morning,Weekend
15450,Delhi,Delhi,28.65150186742769,77.24403474818354,2023-03-25,16:00,16,Sunday,1,highway,2,0,clear,high,19,medium,distraction,minor,1,0,0,,0.39,Afternoon,Weekend
15451,Bangalore,Karnataka,13.049822314804471,77.68542495006822,2022-04-02,00:00,0,Tuesday,0,urban,2,0,rain,low,29,high,overspeeding,major,5,0,0,,0.87,Night,Weekday
15452,Delhi,Delhi,28.65710227658542,77.1480730815647,2024-11-04,03:00,3,Tuesday,0,urban,3,0,clear,high,31,high,drunk driving,minor,2,1,0,,0.64,Night,Weekday
15453,Pune,Maharashtra,18.429971307006586,73.90609398646163,2024-01-11,02:00,2,Saturday,1,highway,4,0,rain,low,31,high,poor road,minor,4,3,0,,0.71,Night,Weekend
15454,Pune,Maharashtra,18.56583234053573,73.84482446489262,2024-11-02,21:00,21,Wednesday,0,urban,2,0,clear,high,31,high,distraction,minor,5,5,0,,0.49,Night,Weekday
15455,Delhi,Delhi,28.67364773049245,77.16975597015478,2022-02-11,20:00,20,Saturday,1,urban,2,0,clear,high,19,high,drunk driving,minor,4,2,1,,0.6,Evening,Weekend
15456,Chennai,Tamil Nadu,13.123188743489656,80.21415687788391,2022-04-22,05:00,5,Friday,0,urban,2,0,clear,medium,17,low,drunk driving,fatal,1,1,0,,0.61,Morning,Weekday
15457,Mumbai,Maharashtra,19.034694878965247,72.79931096273964,2022-03-14,09:00,9,Saturday,1,urban,3,1,fog,low,21,high,overspeeding,minor,1,1,1,,0.74,Morning,Weekend
15458,Bangalore,Karnataka,12.961879707251516,77.54217789154174,2025-01-29,02:00,2,Monday,0,highway,3,0,clear,high,22,high,weather,minor,1,1,1,,0.46,Night,Weekday
15459,Chennai,Tamil Nadu,13.05378308110661,80.23193253545385,2022-01-17,03:00,3,Friday,0,highway,2,0,clear,high,16,medium,overspeeding,major,3,2,0,,0.6,Night,Weekday
15460,Delhi,Delhi,28.52864256583354,77.20185333579637,2023-01-08,08:00,8,Friday,0,urban,2,1,clear,medium,22,high,overspeeding,major,2,1,0,,0.64,Morning,Weekday
15461,Delhi,Delhi,28.514145204976938,77.19121198290439,2024-03-09,03:00,3,Friday,0,urban,2,1,clear,high,32,high,drunk driving,minor,2,2,0,,0.63,Night,Weekday
15462,Delhi,Delhi,28.60302650399059,77.21483991496694,2022-04-30,05:00,5,Thursday,0,urban,1,0,clear,high,38,medium,drunk driving,fatal,3,2,0,,0.57,Morning,Weekday
15463,Chennai,Tamil Nadu,13.00741986558762,80.31591032727214,2023-12-04,18:00,18,Monday,0,urban,2,0,clear,medium,37,high,overspeeding,major,4,3,0,,0.73,Evening,Weekday
15464,Mumbai,Maharashtra,19.160835794005816,72.93855790447418,2024-04-04,22:00,22,Sunday,1,rural,2,0,clear,high,37,high,distraction,major,1,1,0,,0.72,Night,Weekend
15465,Chennai,Tamil Nadu,13.011224089767357,80.20407233671138,2023-06-27,05:00,5,Thursday,0,rural,3,1,clear,medium,23,medium,overspeeding,minor,1,1,0,,0.53,Morning,Weekday
15466,Delhi,Delhi,28.52136626578887,77.30507270439423,2022-08-11,11:00,11,Monday,0,urban,4,1,clear,high,27,high,overspeeding,minor,4,2,0,,0.47,Morning,Weekday
15467,Delhi,Delhi,28.610604034117703,77.13914194195485,2023-02-21,17:00,17,Saturday,1,urban,3,0,clear,high,32,medium,overspeeding,minor,3,2,1,,0.54,Evening,Weekend
15468,Mumbai,Maharashtra,19.12096328249625,72.93194675618633,2022-05-14,21:00,21,Saturday,1,urban,2,0,rain,low,31,medium,overspeeding,minor,2,2,0,,0.77,Night,Weekend
15469,Chennai,Tamil Nadu,13.066902950808997,80.30093517884342,2022-07-24,09:00,9,Wednesday,0,urban,2,1,clear,high,22,medium,poor road,minor,2,1,0,,0.24,Morning,Weekday
15470,Pune,Maharashtra,18.55262074227877,73.93989609025671,2024-01-15,23:00,23,Sunday,1,urban,1,0,clear,medium,30,high,overspeeding,minor,3,3,0,,0.74,Night,Weekend
15471,Mumbai,Maharashtra,19.066555933817767,72.8236841703837,2022-09-19,05:00,5,Sunday,1,highway,3,1,fog,low,22,high,overspeeding,fatal,3,1,1,,0.92,Morning,Weekend
15472,Mumbai,Maharashtra,19.127277545701297,72.92237401220935,2025-01-13,11:00,11,Thursday,0,urban,2,1,rain,medium,36,high,overspeeding,minor,3,3,1,,0.55,Morning,Weekday
15473,Chandigarh,Chandigarh,30.716910248073585,76.76446081612514,2023-01-13,03:00,3,Saturday,1,rural,1,0,clear,high,15,high,weather,fatal,2,0,0,,0.75,Night,Weekend
15474,Bangalore,Karnataka,12.875177398390235,77.66338304555633,2022-03-02,03:00,3,Saturday,1,urban,4,0,clear,high,19,high,distraction,minor,2,2,0,,0.51,Night,Weekend
15475,Bangalore,Karnataka,13.054392772420252,77.66523800772329,2024-12-29,04:00,4,Thursday,0,urban,2,1,clear,high,32,low,overspeeding,minor,1,1,0,,0.54,Night,Weekday
15476,Hyderabad,Telangana,17.429835830310907,78.46146935842798,2024-11-17,23:00,23,Saturday,1,rural,1,0,clear,high,21,high,overspeeding,minor,2,2,1,,0.7,Night,Weekend
15477,Kolkata,West Bengal,22.64606311602578,88.31249512222588,2022-11-30,05:00,5,Wednesday,0,urban,2,0,rain,medium,18,low,drunk driving,major,2,2,0,,0.58,Morning,Weekday
15478,Hyderabad,Telangana,17.472327966238744,78.42911371841002,2022-11-18,10:00,10,Sunday,1,highway,3,0,rain,medium,21,high,overspeeding,major,5,4,0,,0.77,Morning,Weekend
15479,Delhi,Delhi,28.5408216735102,77.17078443435393,2022-01-22,20:00,20,Friday,0,highway,1,1,clear,high,30,high,overspeeding,fatal,3,1,1,,0.8,Evening,Weekday
15480,Delhi,Delhi,28.58269425215092,77.25433956679343,2022-08-06,20:00,20,Friday,0,highway,3,0,clear,high,32,high,drunk driving,minor,4,1,0,,0.63,Evening,Weekday
15481,Mumbai,Maharashtra,19.12810996055744,72.93995046283098,2023-04-06,16:00,16,Wednesday,0,highway,2,0,clear,high,30,high,overspeeding,major,2,2,0,,0.63,Afternoon,Weekday
15482,Delhi,Delhi,28.712019546008737,77.27447609349191,2022-05-16,19:00,19,Sunday,1,urban,1,0,clear,high,39,high,poor road,minor,1,1,1,,0.42,Evening,Weekend
15483,Mumbai,Maharashtra,18.99492586358604,72.9216138869675,2022-03-17,11:00,11,Sunday,1,urban,3,1,clear,high,26,low,poor road,minor,2,2,0,,0.24,Morning,Weekend
15484,Mumbai,Maharashtra,19.00056378444841,72.86310370236683,2022-10-02,05:00,5,Thursday,0,highway,2,1,clear,high,32,medium,drunk driving,major,5,4,1,,0.53,Morning,Weekday
15485,Chennai,Tamil Nadu,13.133196299123409,80.34592280614947,2024-01-29,14:00,14,Sunday,1,rural,1,0,clear,high,37,high,drunk driving,major,4,3,0,,0.71,Afternoon,Weekend
15486,Chennai,Tamil Nadu,13.093703362481955,80.35647623800887,2022-02-02,03:00,3,Wednesday,0,urban,2,0,clear,high,16,medium,distraction,major,5,5,0,,0.52,Night,Weekday
15487,Mumbai,Maharashtra,19.008197798192377,72.89725408603918,2024-12-21,04:00,4,Sunday,1,urban,3,0,clear,high,15,high,drunk driving,major,2,0,0,,0.83,Night,Weekend
15488,Chennai,Tamil Nadu,13.118738584350371,80.35412865135919,2023-07-28,23:00,23,Sunday,1,rural,3,1,clear,high,25,low,overspeeding,fatal,1,1,0,,0.75,Night,Weekend
15489,Mumbai,Maharashtra,19.16737767226724,72.83391593828586,2023-10-19,10:00,10,Thursday,0,urban,3,0,fog,low,22,low,distraction,minor,1,0,1,,0.45,Morning,Weekday
15490,Bangalore,Karnataka,12.968290280335202,77.52454273184274,2022-03-11,02:00,2,Thursday,0,urban,3,1,fog,low,17,medium,drunk driving,major,5,5,0,,0.87,Night,Weekday
15491,Mumbai,Maharashtra,19.08300603037483,72.88420230768844,2023-10-30,10:00,10,Saturday,1,urban,3,1,clear,high,25,high,distraction,minor,5,1,1,,0.4,Morning,Weekend
15492,Chandigarh,Chandigarh,30.701333200219057,76.714255257668,2022-07-10,20:00,20,Monday,0,urban,2,1,rain,medium,22,low,overspeeding,minor,4,4,0,,0.5,Evening,Weekday
15493,Hyderabad,Telangana,17.3378534155552,78.51746803568648,2024-11-27,11:00,11,Sunday,1,highway,2,1,clear,high,20,high,overspeeding,minor,3,2,0,,0.55,Morning,Weekend
15494,Chandigarh,Chandigarh,30.657784273994327,76.7111912897388,2025-03-20,11:00,11,Saturday,1,urban,4,0,fog,low,34,medium,overspeeding,minor,4,4,1,,0.57,Morning,Weekend
15495,Pune,Maharashtra,18.54850195134276,73.9201723221494,2024-03-10,20:00,20,Friday,0,rural,1,0,clear,high,30,low,drunk driving,major,5,1,0,,0.7,Evening,Weekday
15496,Kolkata,West Bengal,22.58455332178348,88.26865716490808,2024-03-23,14:00,14,Saturday,1,highway,1,0,rain,low,32,high,drunk driving,minor,2,2,0,,0.79,Afternoon,Weekend
15497,Delhi,Delhi,28.71373954868996,77.29364028738856,2023-10-02,04:00,4,Sunday,1,rural,3,1,rain,low,31,medium,overspeeding,minor,5,5,0,,0.78,Night,Weekend
15498,Chennai,Tamil Nadu,13.105812759769252,80.34025160794475,2022-05-03,21:00,21,Saturday,1,highway,2,0,clear,high,36,high,drunk driving,fatal,5,1,1,,0.86,Night,Weekend
15499,Hyderabad,Telangana,17.402042302529246,78.58028726501597,2022-08-25,02:00,2,Sunday,1,highway,1,1,clear,high,33,high,weather,minor,4,4,0,,0.54,Night,Weekend
15500,Hyderabad,Telangana,17.345408137208167,78.47858022601885,2022-09-27,01:00,1,Monday,0,rural,1,0,clear,high,33,high,drunk driving,major,2,2,0,,0.82,Night,Weekday
15501,Kolkata,West Bengal,22.60714557603722,88.30891617635781,2023-09-20,00:00,0,Wednesday,0,urban,2,1,clear,high,31,high,drunk driving,major,3,1,0,,0.7,Night,Weekday
15502,Chennai,Tamil Nadu,13.080528479665684,80.25780577122157,2024-06-21,01:00,1,Saturday,1,rural,2,0,clear,high,38,high,overspeeding,major,2,1,0,,0.81,Night,Weekend
15503,Bangalore,Karnataka,13.044231866616434,77.53668026495747,2022-12-11,03:00,3,Saturday,1,highway,2,1,clear,high,20,high,drunk driving,minor,2,2,1,,0.77,Night,Weekend
15504,Hyderabad,Telangana,17.362488610013155,78.51920092371627,2023-09-29,04:00,4,Friday,0,highway,2,1,clear,high,33,high,weather,minor,3,3,0,,0.46,Night,Weekday
15505,Delhi,Delhi,28.5307011039196,77.18992979288787,2024-03-16,03:00,3,Monday,0,urban,2,1,clear,high,36,medium,overspeeding,minor,4,4,0,,0.48,Night,Weekday
15506,Delhi,Delhi,28.645226874721505,77.18477897300104,2022-09-19,11:00,11,Wednesday,0,urban,3,1,rain,low,31,high,distraction,fatal,3,0,0,,0.66,Morning,Weekday
15507,Delhi,Delhi,28.67716725387072,77.15593150741454,2022-12-25,19:00,19,Monday,0,urban,3,1,rain,medium,19,high,weather,minor,1,0,1,,0.55,Evening,Weekday
15508,Chennai,Tamil Nadu,13.072398706474058,80.24781701336444,2024-12-31,00:00,0,Wednesday,0,highway,3,0,clear,high,30,medium,overspeeding,major,3,1,0,,0.6,Night,Weekday
15509,Chennai,Tamil Nadu,13.07979188310178,80.28967653767475,2024-01-23,20:00,20,Thursday,0,urban,3,0,clear,high,36,low,overspeeding,major,2,1,0,,0.53,Evening,Weekday
15510,Chennai,Tamil Nadu,13.137177512783616,80.27868803319973,2023-12-31,13:00,13,Saturday,1,urban,2,1,clear,high,32,high,overspeeding,minor,5,1,0,,0.48,Afternoon,Weekend
15511,Delhi,Delhi,28.63489192969045,77.16979480084804,2023-12-30,20:00,20,Sunday,1,urban,2,0,clear,high,17,high,weather,minor,2,0,0,,0.43,Evening,Weekend
15512,Hyderabad,Telangana,17.383828125853285,78.44274670073625,2023-12-01,10:00,10,Monday,0,urban,2,0,clear,high,38,high,overspeeding,minor,1,0,0,,0.44,Morning,Weekday
15513,Hyderabad,Telangana,17.30037063665596,78.45394897047689,2022-07-02,01:00,1,Saturday,1,urban,3,0,clear,high,33,high,drunk driving,minor,3,3,1,,0.74,Night,Weekend
15514,Delhi,Delhi,28.660753403719703,77.15645572138327,2022-07-02,22:00,22,Saturday,1,highway,1,1,clear,high,29,high,distraction,major,5,3,0,,0.72,Night,Weekend
15515,Bangalore,Karnataka,12.898603407892702,77.59589218041589,2024-08-14,19:00,19,Saturday,1,urban,1,0,rain,low,34,high,distraction,minor,2,0,0,,0.72,Evening,Weekend
15516,Chennai,Tamil Nadu,13.001668040566246,80.30635398405077,2024-06-16,01:00,1,Saturday,1,urban,2,1,rain,low,26,high,overspeeding,minor,2,1,0,,0.87,Night,Weekend
15517,Delhi,Delhi,28.59946123542348,77.17641195306486,2024-09-24,06:00,6,Sunday,1,rural,4,1,clear,high,29,medium,overspeeding,major,2,2,1,,0.55,Morning,Weekend
15518,Delhi,Delhi,28.60515303046188,77.24277101687592,2024-01-30,01:00,1,Thursday,0,highway,3,0,clear,high,20,high,overspeeding,fatal,4,3,0,,0.84,Night,Weekday
15519,Bangalore,Karnataka,13.054774012877536,77.62600736197422,2022-03-28,22:00,22,Sunday,1,urban,2,0,clear,high,21,high,drunk driving,minor,4,4,0,,0.73,Night,Weekend
15520,Hyderabad,Telangana,17.456936413529533,78.39377531462935,2024-07-07,02:00,2,Thursday,0,highway,3,0,clear,medium,20,high,overspeeding,major,2,2,0,,0.85,Night,Weekday
15521,Hyderabad,Telangana,17.45036062840166,78.43075386140652,2022-09-28,15:00,15,Monday,0,urban,4,1,clear,medium,28,low,overspeeding,major,5,5,0,,0.56,Afternoon,Weekday
15522,Chennai,Tamil Nadu,13.121827050860968,80.20433044094133,2023-04-13,20:00,20,Thursday,0,urban,2,0,clear,high,23,high,overspeeding,major,1,1,0,,0.61,Evening,Weekday
15523,Delhi,Delhi,28.617443655838777,77.1937721543677,2024-08-05,02:00,2,Wednesday,0,urban,4,0,fog,low,20,medium,distraction,major,2,1,0,,0.64,Night,Weekday
15524,Chennai,Tamil Nadu,13.039960346103628,80.3274180720761,2023-09-13,23:00,23,Friday,0,urban,2,0,rain,low,35,medium,overspeeding,minor,4,0,1,,0.66,Night,Weekday
15525,Mumbai,Maharashtra,19.17287972215418,72.84646902022672,2023-02-27,10:00,10,Saturday,1,highway,2,0,clear,high,25,high,overspeeding,fatal,4,2,0,,0.71,Morning,Weekend
15526,Chandigarh,Chandigarh,30.8286077214562,76.78784736613342,2023-02-19,18:00,18,Saturday,1,urban,3,0,clear,medium,25,high,overspeeding,major,5,0,1,,0.82,Evening,Weekend
15527,Chennai,Tamil Nadu,13.155213686276843,80.23253342909106,2022-02-06,02:00,2,Monday,0,highway,2,0,clear,high,32,medium,poor road,fatal,1,1,1,,0.56,Night,Weekday
15528,Delhi,Delhi,28.58463559302286,77.27321889579714,2024-06-24,12:00,12,Thursday,0,urban,2,1,fog,low,32,low,drunk driving,minor,4,4,0,,0.59,Afternoon,Weekday
15529,Delhi,Delhi,28.54136674213425,77.26757585305549,2024-11-21,16:00,16,Wednesday,0,highway,1,1,clear,high,33,high,overspeeding,minor,5,0,0,,0.52,Afternoon,Weekday
15530,Bangalore,Karnataka,12.92470326707813,77.5460010947635,2023-10-22,11:00,11,Sunday,1,urban,3,0,clear,high,36,high,overspeeding,minor,3,3,0,,0.54,Morning,Weekend
15531,Bangalore,Karnataka,12.980112182971236,77.57854087888391,2024-04-05,08:00,8,Tuesday,0,urban,3,1,clear,high,30,high,distraction,minor,4,4,0,,0.3,Morning,Weekday
15532,Hyderabad,Telangana,17.476795566415333,78.5450448268199,2023-12-29,10:00,10,Friday,0,urban,2,0,clear,high,21,medium,overspeeding,major,5,4,1,,0.4,Morning,Weekday
15533,Bangalore,Karnataka,12.929433564731806,77.50235257120707,2022-06-29,22:00,22,Monday,0,urban,2,0,rain,medium,23,medium,drunk driving,minor,4,1,0,,0.61,Night,Weekday
15534,Chennai,Tamil Nadu,13.13216205102864,80.24010571136904,2023-06-24,06:00,6,Friday,0,rural,3,0,rain,low,17,medium,overspeeding,minor,4,1,0,,0.63,Morning,Weekday
15535,Delhi,Delhi,28.57131170136625,77.2358770180807,2024-07-28,05:00,5,Saturday,1,rural,3,0,clear,high,28,high,distraction,minor,1,0,1,,0.44,Morning,Weekend
15536,Chandigarh,Chandigarh,30.719633946898885,76.79980956732987,2023-10-22,19:00,19,Saturday,1,highway,3,1,clear,high,40,high,drunk driving,major,5,4,1,,0.75,Evening,Weekend
15537,Delhi,Delhi,28.597943878489563,77.16027505769128,2024-08-17,19:00,19,Monday,0,urban,3,0,clear,high,18,low,distraction,minor,3,0,0,,0.3,Evening,Weekday
15538,Hyderabad,Telangana,17.322858975228144,78.39894514061103,2022-11-22,15:00,15,Friday,0,highway,2,1,rain,low,30,high,distraction,minor,4,1,0,,0.62,Afternoon,Weekday
15539,Chandigarh,Chandigarh,30.71867284749863,76.84285414787178,2024-11-14,00:00,0,Friday,0,urban,2,1,clear,high,36,medium,overspeeding,major,2,2,0,,0.58,Night,Weekday
15540,Delhi,Delhi,28.59982642889247,77.19082336236735,2022-07-06,13:00,13,Sunday,1,urban,3,1,clear,high,40,high,drunk driving,major,2,2,0,,0.63,Afternoon,Weekend
15541,Bangalore,Karnataka,13.036713707369,77.67714086110426,2022-10-20,19:00,19,Saturday,1,urban,2,0,clear,high,39,high,drunk driving,minor,5,0,1,,0.65,Evening,Weekend
15542,Delhi,Delhi,28.692249385066933,77.26210640705075,2024-12-27,05:00,5,Wednesday,0,highway,3,0,clear,high,32,medium,overspeeding,minor,3,3,0,,0.36,Morning,Weekday
15543,Mumbai,Maharashtra,19.05955506529444,72.80468146713952,2023-02-28,20:00,20,Saturday,1,urban,2,0,clear,high,30,low,overspeeding,minor,4,4,1,,0.46,Evening,Weekend
15544,Chennai,Tamil Nadu,13.154874053728951,80.24192977842443,2022-11-05,04:00,4,Sunday,1,highway,2,0,clear,high,33,high,poor road,minor,2,1,1,,0.57,Night,Weekend
